academy;academy
academy;academia
academy;academic 
academy;academically 
academy;academics 
academy;academies
adjust ;adjust 
adjust ;adjusted 
adjust ;adjusting 
adjust ;adjustment  
adjust ;adjustments 
adjust ;adjusts  
adjust ;readjust 
adjust ;readjusted 
adjust ;readjusting 
adjust ;readjustment 
adjust ;readjustments 
adjust ;readjusts 
alter  ;alter  
alter  ;alterable 
alter  ;alteration 
alter  ;alterations 
alter  ;altered 
alter  ;altering 
alter  ;alternate 
alter  ;alternating  
alter  ;alters  
alter  ;unalterable 
alter  ;unaltered 
amend ;amend 
amend ;amended 
amend ;amending 
amend ;amendment 
amend ;amendments 
amend ;amends 
aware ;aware 
aware ;awareness  
aware ;unaware 
capacity  ;capacity  
capacity  ;capacities 
capacity  ;incapacitate
capacity  ;incapacitated
challenge ;challenge 
challenge ;challenged 
challenge ;challenger 
challenge ;challengers 
challenge ;challenges 
challenge ;challenging 
clause ;clause 
clause ;clauses 
compound ;compound 
compound ;compounded 
compound ;compounding 
compound ;compounds 
conflict ;conflict 
conflict ;conflicted 
conflict ;conflicting 
conflict ;conflicts 
consult ;consult 
consult ;consultancy 
consult ;consultant 
consult ;consultants 
consult ;consultation 
consult ;consultations
consult ;consultative 
consult ;consulted 
consult ;consults
consult ;consulting 
contact ;contact 
contact ;contactable 
contact ;contacted 
contact ;contacting 
contact ;contacts 
decline ;decline 
decline ;declined 
decline ;declines 
decline ;declining 
discrete ;discrete 
discrete ;discretely 
discrete ;discretion 
discrete ;discretionary 
discrete ;indiscrete 
discrete ;indiscretion 
draft ;draft 
draft ;drafted 
draft ;drafting 
draft ;drafts  
draft ;redraft 
draft ;redrafted 
draft ;redrafting 
draft ;redrafts 
enable ;enable 
enable ;enabled 
enable ;enables 
enable ;enabling 
energy ;energy 
energy ;energetic 
energy ;energetically 
energy ;energies 
enforce ;enforce 
enforce ;enforced 
enforce ;enforcement  
enforce ;enforces
enforce ;enforcing 
entity ;entity 
entity ;entities 
equivalent ;equivalent 
equivalent ;equivalence 
evolve  ;evolve 
evolve ;evolution
evolve ;evolved 
evolve ;evolving 
evolve ;evolves 
evolve ;evolutionary 
evolve ;evolutionist 
evolve ;evolutionists 
expand ;expand 
expand ;expanded 
expand ;expanding 
expand ;expands 
expand ;expansion 
expand ;expansionism 
expand ;expansive 
expose  ;expose  
expose  ;exposed 
expose  ;exposes  
expose  ;exposing 
expose  ;exposure 
expose  ;exposures
external  ;external  
external  ;externalisation 
external  ;externalise 
external  ;externalised 
external  ;externalises 
external  ;externalising 
external  ;externality
external  ;externalization 
external  ;externalize 
external  ;externalized 
external  ;externalizes 
external  ;externalizing 
external  ;externally 
facilitate ;facilitate 
facilitate ;facilitated 
facilitate ;facilitates 
facilitate ;facilities  
facilitate ;facilitating 
facilitate ;facilitation 
facilitate ;facilitator 
facilitate ;facilitators 
facilitate ;facility 
fundamental ;fundamental 
fundamental ;fundamentally 
generate ;generate 
generate ;generated  
generate ;generates 
generate ;generating 
generation  ;generation  
generation  ;generations  
image ;image 
image ;imagery 
image ;images 
liberal;liberal
liberal;liberalise 
liberal;liberalism
liberal;liberalisation 
liberal;liberalised
liberal;liberalises
liberal;liberalising 
liberal;liberalization 
liberal;liberalize
liberal;liberalized
liberal;liberalizes
liberal;liberalizing
liberal;liberate 
liberal;liberated 
liberal;liberates
liberal;liberation
liberal;liberations 
liberal;liberating
liberal;liberator
liberal;liberators
liberal;liberally 
liberal;liberals 
licence ;licence 
licence ;licences 
licence ;license 
licence ;licensed 
licence ;licensing 
licence ;licenses
licence ;unlicensed 
logic ;logic 
logic ;illogical 
logic ;illogically 
logic ;logical 
logic ;logically 
logic ;logician
logic ;logicians
margin ;margin 
margin ;marginal 
margin ;marginally 
margin ;margins 
medical ;medical 
medical ;medically 
mental ;mental 
mental ;mentality 
mental ;mentally 
modify ;modify 
modify ;modification  
modify ;modifications 
modify ;modified 
modify ;modifies 
modify ;modifying 
modify ;unmodified 
monitor ;monitor 
monitor ;monitored 
monitor ;monitoring  
monitor ;monitors 
monitor ;unmonitored 
network ;network 
network ;networked 
network ;networking 
network ;networks 
notion ;notion 
notion ;notions 
objective  ;objective  
objective  ;objectively 
objective  ;objectivity 
orient ;orient 
orient ;orientate
orient ;orientated
orient ;orientates
orient ;orientation
orient ;orientating
orient ;oriented 
orient ;orienting 
orient ;orients 
orient ;reorient 
orient ;reorientation 
perspective ;perspective 
perspective ;perspectives  
precise ;precise 
precise ;imprecise 
precise ;precisely 
precise ;precision 
prime ;prime 
prime ;primacy 
psychology  ;psychology  
psychology  ;psychological 
psychology  ;psychologically  
psychology  ;psychologist  
psychology  ;psychologists  
pursue ;pursue 
pursue ;pursued 
pursue ;pursues 
pursue ;pursuing 
pursue ;pursuit 
pursue ;pursuits 
ratio ;ratio 
ratio ; ratios 
reject ;reject 
reject ;rejected 
reject ;rejecting 
reject ;rejection 
reject ;rejects 
reject ;rejections 
revenue ;revenue 
revenue ;revenues 
stable ;stable 
stable ;instability 
stable ;stabilisation
stable ;stabilise 
stable ;stabilised 
stable ;stabilises 
stable ;stabilising 
stable ;stabilization
stable ;stabilize 
stable ;stabilized 
stable ;stabilizes 
stable ;stabilizing 
stable ;stability 
stable ;unstable 
style ;style 
style ;styled 
style ;styles 
style ;styling
style ;stylish
style ;stylise
style ;stylised
style ;stylises
style ;stylising
style ;stylize
style ;stylized
style ;stylizes
style ;stylizing
substitute ;substitute 
substitute ;substituted 
