study;study
study;studied
study;studiously
study;studious
study;studying
develop;develop 
develop;development
develop;developing
develop;developmental
develop;developed
develop;developer
develop;developmentally
develop;underdeveloped
develop;undeveloped
develop;underdevelopment
develop;redevelopment
develop;redevelop
develop;developing
group;group 
group;grouping
group;subgroup
group;intergroup
group;regroup
group;grouped
group;regrouping
system;system
system;systematic
system;systematically
system;subsystem
system;unsystematic
relate;relate 
relate;relationship
relate;relation
relate;related
relate;relational
relate;unrelated
relate;interrelated
relate;interrelationship
relate;relatedness
research;research
research;researcher
social;social
social;socially
social;antisocial
result;result
result;resulting
result;resultant
use;use
use;user
use;useful
use;used
use;usefulness
use;useless
use;usable
use;misuse
use;reuse
use;unused
use;reuse
use;usefully
use;reusable
use;misuse
use;usability
use;unusable
use;useable
use;uselessness
use;misused
use;uselessly
provide;provide
provide;provider
provide;provided
provide;providing
however;however
increase;increase
increase;increase
increase;increased
increase;increasingly
increase;increasing
experience;experience
experience;experienced
experience;experiential
experience;inexperienced
experience;inexperience
level;level
level;leveling
level;leveler
level;leveled
level;levelly
process;process
process;processing
process;processor
process;processed
process;unprocessed
process;reprocess
culture;culture
culture;cultural
culture;culturally
culture;subculture
culture;intercultural
culture;cultured
culture;subcultural
culture;uncultured
history;history
history;historical
history;historian
history;historically
history;historic
history;prehistory
history;historicity
history;historicism
active;activity
active;active
active;activist
active;actively
active;activism
active;inactive
active;inactivity
support;support
support;supporter
support;supportive
support;supporting
support;supported
support;unsupported
individual;individual
individual;individually
individual;individualism
individual;individualized
individual;individuality
individual;individualistic
individual;individualize
individual;individualist
individual;individualist
inform;information
inform;inform
inform;informed
inform;informant
inform;informational
inform;info
inform;misinformation
inform;uninformed
inform;informer
inform;informing
inform;misinform
inform;misinformed
important;important
important;importantly
important;unimportant
include;include
include;including
include;included
form;form
form;formless
form;unformed
form;preformed
form;formed
form;forming
form;preform
form;formlessness
require;require
require;requirement
require;required
control;control
control;controller
control;controlled
control;uncontrolled
control;controlling
control;uncontrollable
control;controllable
control;uncontrollably
policy;policy
university;university
perform;performance
perform;perform
perform;performer
perform;performing
human;human
human;humanity
human;humanist
human;humanism
human;humanistic
human;inhuman
human;humanly
human;humanness
human;inhumanity
particular;particularly
particular;particular
particular;particularity
particular;particulars
particular;particularism
particular;particularistic
particular;particularize
particular;particularized
suggest;suggest
suggest;suggestion
suggest;suggestive
suggest;suggested
suggest;suggestively
suggest;suggestiveness
suggest;suggestible
science;science
science;scientist
science;scientific
science;scientifically
science;unscientific
low;lowly
low;low
both;both
role;role
thus;thus
interest;interest
interest;interesting
interest;interested
interest;interestingly
interest;interest
interest;uninterested
interest;uninteresting
associate;associate
associate;association
associate;associated
associate;associative
technology;technology
technology;technological
technology;tech
technology;technologically
technology;technologist
product;product
product;production
product;productivity
product;productive
product;counterproductive
product;unproductive
product;productively
change;change
change;changing
change;unchanged
change;changed
change;unchanging
change;changeable
change;changer
change;changing
change;unchangeable
model;model
model;modeling
model;modeler
model;modelling
model;modeled
significant;significant
significant;significantly
significant;insignificant
significant;insignificantly
data;data
data;datum
nature;nature
nature;natural
nature;naturally
nature;naturalist
nature;naturalistic
nature;unnatural
nature;naturalism
nature;naturalness
nature;natural
nature;unnaturally
nature;natural
nature;naturalistically
effect;effect
measure;measure
measure;measurement
measure;measurable
measure;measured
measure;measuring
measure;immeasurably
measure;immeasurable
measure;measurably
measure;unmeasured
measure;measuring
design;designer
design;designed
design;designing
design;design
society;society
society;societal
difference;difference
tradition;traditional
tradition;tradition
tradition;traditionally
tradition;nontraditional
tradition;traditionalist
tradition;traditionalism
organize;organization
organize;organize
organize;organizational
organize;organized
organize;organizer
organize;reorganization
organize;reorganize
organize;organizing
organize;organizing
organize;organizationally
organize;unorganized
organize;organisational
organize;reorganized
organize;organised
organize;organiser
present;present
present;presentation
present;presenter
present;presented
present;presentational
present;presentable
value;valuable
value;value
value;valuation
value;invaluable
value;valued
value;valuables
value;revaluation
value;valueless
value;revalue
value;valuing
analyze;analysis
analyze;analyze
analyze;analyse
analyze;analyzed
economy;economic
economy;economy
economy;economics
economy;economist
economy;economically
economy;economical
economy;economize
economy;uneconomic
economy;uneconomical
general;generally
general;general
general;generalization
general;generalize
general;generalized
general;generality
general;generalist
general;generalised
general;generalizing
table;table
table;tablecloth
practice;practice
practice;practicing
practice;practise
practice;practiced
practice;practicing
practice;practising
report;report
report;reporter
report;reporting
report;reported
report;reportedly
report;unreported
report;reporting
term;long-term
term;mid-term
term;term
term;terms
term;midterm
identity;identity
identity;identification
identity;identifiable
identity;identified
identity;unidentified
identity;identifier
identity;identifying
identity;unidentifiable
indicate;indicate
indicate;indicator
indicate;indication
indicate;indicative
indicate;indicated
similar;similar
similar;similarly
similar;similarity
similar;dissimilar
similar;dissimilarity
discuss;discussion
discuss;discuss
discuss;discussed
discuss;undiscussed
rate;rate
rate;rating
rate;rater
rate;rated
figure;figure
figure;fig
figure;figure
figure;figural
figure;figuration
figure;figuring
focus;focus
focus;focused
focus;unfocused
focus;focusing
focus;focusing
focus;focussed
focus;unfocussed
factor;factor
factor;factoring
structure;structure
structure;structural
structure;structured
structure;structure
structure;restructuring
structure;restructure
structure;structurally
structure;structuring
structure;unstructured
structure;structuralist
structure;structuralism
structure;restructured
apply;apply
apply;application
apply;applied
apply;reapplication
compare;compare
compare;comparison
compare;comparable
compare;comparability
compare;comparably
compare;incomparable
compare;incomparably
observe;observe
observe;observation
observe;observer
observe;observatory
observe;observed
observe;observational
observe;observable
observe;observant
observe;unobserved
observe;unobservable
observe;unobservant
specific;specific
specific;specifically
specific;specification
specific;specificity
specific;specific
specific;unspecific
need;need
need;needless
need;needed
need;needlessly
need;unneeded
need;needful
reduce;reduce
reduce;reduction
reduce;reduced
reduce;reductionism
reduce;reducible
reduce;reducing
base;baseless
base;base
base;basing
region;region
region;regionally
region;regionalism
region;regionalist
region;regional
region;regionalist
current;current
current;currently
image;imagery
image;imaging
image;image
image;imaged
image;imaging
strategy;strategy
strategy;strategic
strategy;strategically
strategy;strategist
exist;exist
exist;existing
exist;existence
exist;nonexistent
exist;existent
population;population
population;populate
population;populated
population;unpopulated
international;international
international;internationally
international;internationalism
international;internationalization
international;internationalist
international;internationalize
international;international
international;internationalist
project;project
project;project
project;projection
project;projected
project;projecting
project;projective
project;projectionist
standard;standard
standard;standardized
standard;standardize
standard;standardization
standard;substandard
standard;standardised
standard;unstandardized
subject;subject
subject;subject
subject;subject
subject;subject
period;period
period;periodic
period;periodically
period;periodical
period;periodicity
type;type
type;type
type;subtype
describe;describe
describe;described
describe;indescribable
describe;describer
describe;indescribably
condition;condition
condition;conditioning
condition;condition
condition;conditional
condition;unconditional
condition;conditioner
condition;conditioned
condition;unconditionally
condition;conditional
condition;conditionally
condition;unconditioned
improve;improve
improve;improvement
improve;improved
improve;improving
improve;unimproved
material;material
material;materialism
material;material
material;materially
material;materialistic
material;materiality
material;materialist
material;materialist
note;note
note;note
note;notably
note;notable
note;noted
note;notable
define;define
define;definition
define;redefine
define;defining
define;defined
define;redefinition
define;undefined
define;definitional
define;definable
define;predefined
define;redefined
define;indefinable
define;undefinable
